ID_Konten,Season,No_Urut,Judul_Episode,Sinopsis
SE-008,1,1,Misi Menghindari tuntutan Skandal Keuangan,"Di episode musim 1, tim mencoba menyelamatkan ruang sidang, namun mereka dihadapkan pada Skandal Keuangan. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera melarikan diri dari Keluarga Disfungsional sebelum terlambat."
SE-008,1,2,Parade Bangkrut di Keluarga Disfungsional,"Di episode musim 1, tim mencari uang tersembunyi ruang sidang, namun mereka dihadapkan pada Bangkrut. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera mengungkap Keluarga Disfungsional sebelum terlambat."
SE-008,1,3,Babak 3.1: Skandal Keuangan yang hilang,"Di episode musim 1, tim menghindari tuntutan kantor yang berantakan, namun mereka dihadapkan pada Bangkrut. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera mengungkap Keluarga Disfungsional sebelum terlambat."
SE-008,1,4,Babak 4.1: Keluarga Disfungsional yang hilang,"Di episode musim 1, karakter utama membuat skema bodoh kantor yang berantakan, namun mereka dihadapkan pada Skandal Keuangan. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera mengungkap Keluarga Disfungsional sebelum terlambat."
SE-008,1,5,S1 E5: Keluarga Disfungsional dan Mencari uang tersembunyi,"Di episode musim 1, protagonis membuat skema bodoh rumah mewah yang disita, namun mereka dihadapkan pada Warisan. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera memulihkan Keluarga Disfungsional sebelum terlambat."
SE-008,1,6,Babak 6.1: Keluarga Disfungsional terakhir,"Di episode musim 1, karakter utama menghindari tuntutan kantor yang berantakan, namun mereka dihadapkan pada Skandal Keuangan. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera melarikan diri dari Keluarga Disfungsional sebelum terlambat."
SE-008,2,1,Parade Skandal Keuangan di Warisan,"Di episode musim 2, tim mencoba menyelamatkan rumah mewah yang disita, namun mereka dihadapkan pada Skandal Keuangan. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera mengungkap Keluarga Disfungsional sebelum terlambat."
SE-008,2,2,Misi Mencoba menyelamatkan Kekacauan Bisnis,"Di episode musim 2, karakter utama mencoba menyelamatkan rumah mewah yang disita, namun mereka dihadapkan pada Warisan. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera mengungkap Keluarga Disfungsional sebelum terlambat."
SE-008,2,3,Babak 3.2: Hukum terakhir,"Di episode musim 2, tim mencari uang tersembunyi kantor yang berantakan, namun mereka dihadapkan pada Bangkrut. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera memulihkan Keluarga Disfungsional sebelum terlambat."
SE-008,2,4,Babak 4.2: Hukum yang hilang,"Di episode musim 2, karakter utama mencari uang tersembunyi ruang sidang, namun mereka dihadapkan pada Hukum. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera melarikan diri dari Keluarga Disfungsional sebelum terlambat."
SE-008,2,5,Parade Warisan di Bangkrut,"Di episode musim 2, protagonis mencoba menyelamatkan ruang sidang, namun mereka dihadapkan pada Keluarga Disfungsional. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera mengubah Keluarga Disfungsional sebelum terlambat."
SE-008,2,6,Babak 6.2: Hukum terakhir,"Di episode musim 2, protagonis menghindari tuntutan rumah mewah yang disita, namun mereka dihadapkan pada Kekacauan Bisnis. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera mengubah Keluarga Disfungsional sebelum terlambat."
SE-008,3,1,Rahasia Skandal Keuangan dari rumah mewah yang disita,"Di episode musim 3, tim mencari uang tersembunyi kantor yang berantakan, namun mereka dihadapkan pada Warisan. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera melarikan diri dari Keluarga Disfungsional sebelum terlambat."
SE-008,3,2,S3 E2: Hukum dan Mencari uang tersembunyi,"Di episode musim 3, tim mencoba menyelamatkan kantor yang berantakan, namun mereka dihadapkan pada Bangkrut. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera melarikan diri dari Keluarga Disfungsional sebelum terlambat."
SE-008,3,3,Babak 3.3: Hukum terakhir,"Di episode musim 3, tim mencari uang tersembunyi rumah mewah yang disita, namun mereka dihadapkan pada Warisan. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera memulihkan Keluarga Disfungsional sebelum terlambat."
SE-008,3,4,Babak 4.3: Bangkrut terakhir,"Di episode musim 3, protagonis mencari uang tersembunyi rumah mewah yang disita, namun mereka dihadapkan pada Skandal Keuangan. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera mengungkap Keluarga Disfungsional sebelum terlambat."
SE-008,3,5,S3 E5: Kekacauan Bisnis dan Mencari uang tersembunyi,"Di episode musim 3, protagonis menghindari tuntutan rumah mewah yang disita, namun mereka dihadapkan pada Warisan. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera melarikan diri dari Keluarga Disfungsional sebelum terlambat."
SE-008,3,6,Parade Keluarga Disfungsional di Kekacauan Bisnis,"Di episode musim 3, tim membuat skema bodoh kantor yang berantakan, namun mereka dihadapkan pada Kekacauan Bisnis. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera memulihkan Keluarga Disfungsional sebelum terlambat."
SE-008,4,1,S4 E1: Warisan dan Mencari uang tersembunyi,"Di episode musim 4, karakter utama mencoba menyelamatkan ruang sidang, namun mereka dihadapkan pada Kekacauan Bisnis. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera mengubah Keluarga Disfungsional sebelum terlambat."
SE-008,4,2,S4 E2: Skandal Keuangan dan Mencoba menyelamatkan,"Di episode musim 4, protagonis membuat skema bodoh rumah mewah yang disita, namun mereka dihadapkan pada Keluarga Disfungsional. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera mengubah Keluarga Disfungsional sebelum terlambat."
SE-008,4,3,Rahasia Hukum dari rumah mewah yang disita,"Di episode musim 4, tim membuat skema bodoh rumah mewah yang disita, namun mereka dihadapkan pada Kekacauan Bisnis. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera mengubah Keluarga Disfungsional sebelum terlambat."
SE-008,4,4,Babak 4.4: Skandal Keuangan yang hilang,"Di episode musim 4, protagonis membuat skema bodoh ruang sidang, namun mereka dihadapkan pada Skandal Keuangan. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera mengungkap Keluarga Disfungsional sebelum terlambat."
SE-008,4,5,Rahasia Bangkrut dari ruang sidang,"Di episode musim 4, karakter utama membuat skema bodoh kantor yang berantakan, namun mereka dihadapkan pada Keluarga Disfungsional. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera melarikan diri dari Keluarga Disfungsional sebelum terlambat."
SE-008,4,6,Parade Hukum tanpa Warisan,"Di episode musim 4, tim membuat skema bodoh kantor yang berantakan, namun mereka dihadapkan pada Bangkrut. Kebenaran episode ini mengungkapkan bahwa Kekacauan Bisnis bertanggung jawab atas insiden Skandal Keuangan. Mereka harus segera melarikan diri dari Keluarga Disfungsional sebelum terlambat."
SE-009,1,1,Babak 1.1: Kesempatan Langka yang hilang,"Di episode musim 1, karakter utama menghadiri pesta klub malam yang ramai, namun mereka dihadapkan pada Mimpi Rap. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera memulihkan Perjuangan Jalanan sebelum terlambat."
SE-009,1,2,S1 E2: Kota Besar dan Mencoba menjual,"Di episode musim 1, tim mencoba menjual studio rekaman amatir, namun mereka dihadapkan pada Kota Besar. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera mengubah Perjuangan Jalanan sebelum terlambat."
SE-009,1,3,S1 E3: Kesempatan Langka dan Mendapat tawaran,"Di episode musim 1, tim mencoba menjual jalanan yang sibuk, namun mereka dihadapkan pada Mimpi Rap. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera mengungkap Perjuangan Jalanan sebelum terlambat."
SE-009,1,4,Rahasia Perjuangan Jalanan dari studio rekaman amatir,"Di episode musim 1, tim terlibat perselisihan jalanan yang sibuk, namun mereka dihadapkan pada Kesempatan Langka. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera mengubah Perjuangan Jalanan sebelum terlambat."
SE-009,1,5,S1 E5: Kesempatan Langka dan Mencoba menjual,"Di episode musim 1, karakter utama mendapat tawaran jalanan yang sibuk, namun mereka dihadapkan pada Perjuangan Jalanan. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera melarikan diri dari Perjuangan Jalanan sebelum terlambat."
SE-009,1,6,Rahasia Kota Besar dari studio rekaman amatir,"Di episode musim 1, protagonis mendapat tawaran jalanan yang sibuk, namun mereka dihadapkan pada Kota Besar. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera memulihkan Perjuangan Jalanan sebelum terlambat."
SE-009,2,1,Parade Mimpi Rap tanpa Perjuangan Jalanan,"Di episode musim 2, tim mendapat tawaran jalanan yang sibuk, namun mereka dihadapkan pada Kesempatan Langka. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera mengubah Perjuangan Jalanan sebelum terlambat."
SE-009,2,2,Parade Skema Uang vs Kota Besar,"Di episode musim 2, tim menghadiri pesta studio rekaman amatir, namun mereka dihadapkan pada Realitas Kejam. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera mengubah Perjuangan Jalanan sebelum terlambat."
SE-009,2,3,S2 E3: Kota Besar dan Mendapat tawaran,"Di episode musim 2, karakter utama mencoba menjual klub malam yang ramai, namun mereka dihadapkan pada Perjuangan Jalanan. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera mengubah Perjuangan Jalanan sebelum terlambat."
SE-009,2,4,Babak 4.2: Kota Besar terakhir,"Di episode musim 2, karakter utama mencoba menjual studio rekaman amatir, namun mereka dihadapkan pada Kota Besar. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera memulihkan Perjuangan Jalanan sebelum terlambat."
SE-009,2,5,Parade Perjuangan Jalanan di Kesempatan Langka,"Di episode musim 2, tim mendapat tawaran klub malam yang ramai, namun mereka dihadapkan pada Kota Besar. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera mengungkap Perjuangan Jalanan sebelum terlambat."
SE-009,2,6,Misi Menghadiri pesta Kota Besar,"Di episode musim 2, tim mencoba menjual jalanan yang sibuk, namun mereka dihadapkan pada Skema Uang. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera mengubah Perjuangan Jalanan sebelum terlambat."
SE-009,3,1,Misi Terlibat perselisihan Skema Uang,"Di episode musim 3, karakter utama menghadiri pesta jalanan yang sibuk, namun mereka dihadapkan pada Realitas Kejam. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera mengungkap Perjuangan Jalanan sebelum terlambat."
SE-009,3,2,Misi Menghadiri pesta Realitas Kejam,"Di episode musim 3, protagonis terlibat perselisihan klub malam yang ramai, namun mereka dihadapkan pada Mimpi Rap. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera melarikan diri dari Perjuangan Jalanan sebelum terlambat."
SE-009,3,3,Babak 3.3: Perjuangan Jalanan terakhir,"Di episode musim 3, tim mendapat tawaran jalanan yang sibuk, namun mereka dihadapkan pada Realitas Kejam. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera mengubah Perjuangan Jalanan sebelum terlambat."
SE-009,3,4,Rahasia Realitas Kejam dari studio rekaman amatir,"Di episode musim 3, karakter utama terlibat perselisihan klub malam yang ramai, namun mereka dihadapkan pada Realitas Kejam. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera melarikan diri dari Perjuangan Jalanan sebelum terlambat."
SE-009,3,5,S3 E5: Realitas Kejam dan Menghadiri pesta,"Di episode musim 3, karakter utama mencoba menjual jalanan yang sibuk, namun mereka dihadapkan pada Mimpi Rap. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera melarikan diri dari Perjuangan Jalanan sebelum terlambat."
SE-009,3,6,Rahasia Mimpi Rap dari studio rekaman amatir,"Di episode musim 3, tim terlibat perselisihan klub malam yang ramai, namun mereka dihadapkan pada Kesempatan Langka. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera mengubah Perjuangan Jalanan sebelum terlambat."
SE-009,4,1,Misi Terlibat perselisihan Kesempatan Langka,"Di episode musim 4, protagonis mencoba menjual studio rekaman amatir, namun mereka dihadapkan pada Skema Uang. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera mengungkap Perjuangan Jalanan sebelum terlambat."
SE-009,4,2,Misi Mencoba menjual Perjuangan Jalanan,"Di episode musim 4, tim terlibat perselisihan studio rekaman amatir, namun mereka dihadapkan pada Mimpi Rap. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera melarikan diri dari Perjuangan Jalanan sebelum terlambat."
SE-009,4,3,Parade Perjuangan Jalanan di Perjuangan Jalanan,"Di episode musim 4, tim mencoba menjual jalanan yang sibuk, namun mereka dihadapkan pada Kota Besar. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera mengubah Perjuangan Jalanan sebelum terlambat."
SE-009,4,4,Misi Terlibat perselisihan Perjuangan Jalanan,"Di episode musim 4, karakter utama menghadiri pesta studio rekaman amatir, namun mereka dihadapkan pada Perjuangan Jalanan. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera mengungkap Perjuangan Jalanan sebelum terlambat."
SE-009,4,5,Parade Mimpi Rap tanpa Mimpi Rap,"Di episode musim 4, karakter utama mendapat tawaran studio rekaman amatir, namun mereka dihadapkan pada Realitas Kejam. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera melarikan diri dari Perjuangan Jalanan sebelum terlambat."
SE-009,4,6,Parade Mimpi Rap di Kota Besar,"Di episode musim 4, protagonis mendapat tawaran jalanan yang sibuk, namun mereka dihadapkan pada Skema Uang. Kebenaran episode ini mengungkapkan bahwa Mimpi Rap bertanggung jawab atas insiden Realitas Kejam. Mereka harus segera memulihkan Perjuangan Jalanan sebelum terlambat."
SE-010,1,1,Babak 1.1: Roh Jahat terakhir,"Di episode musim 1, protagonis mencari guru portal spiritual, namun mereka dihadapkan pada Elemen Hilang. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera melarikan diri dari Misi Terakhir sebelum terlambat."
SE-010,1,2,Babak 2.1: Keseimbangan terakhir,"Di episode musim 1, karakter utama menguasai teknik desa terpencil, namun mereka dihadapkan pada Keseimbangan. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera memulihkan Misi Terakhir sebelum terlambat."
SE-010,1,3,Babak 3.1: Elemen Hilang terakhir,"Di episode musim 1, karakter utama mengembalikan keseimbangan kuil kuno, namun mereka dihadapkan pada Keseimbangan. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera melarikan diri dari Misi Terakhir sebelum terlambat."
SE-010,1,4,Babak 4.1: Avatar yang hilang,"Di episode musim 1, tim mencari guru desa terpencil, namun mereka dihadapkan pada Keseimbangan. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera memulihkan Misi Terakhir sebelum terlambat."
SE-010,1,5,Misi Menguasai teknik Avatar,"Di episode musim 1, tim melawan roh desa terpencil, namun mereka dihadapkan pada Misi Terakhir. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengubah Misi Terakhir sebelum terlambat."
SE-010,1,6,Rahasia Bending dari desa terpencil,"Di episode musim 1, protagonis mencari guru kuil kuno, namun mereka dihadapkan pada Elemen Hilang. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera melarikan diri dari Misi Terakhir sebelum terlambat."
SE-010,2,1,S2 E1: Roh Jahat dan Mengembalikan keseimbangan,"Di episode musim 2, karakter utama menguasai teknik desa terpencil, namun mereka dihadapkan pada Avatar. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengungkap Misi Terakhir sebelum terlambat."
SE-010,2,2,Parade Avatar vs Bending,"Di episode musim 2, protagonis menguasai teknik portal spiritual, namun mereka dihadapkan pada Misi Terakhir. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengubah Misi Terakhir sebelum terlambat."
SE-010,2,3,Babak 3.2: Avatar terakhir,"Di episode musim 2, tim menguasai teknik portal spiritual, namun mereka dihadapkan pada Keseimbangan. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera melarikan diri dari Misi Terakhir sebelum terlambat."
SE-010,2,4,Rahasia Keseimbangan dari kuil kuno,"Di episode musim 2, tim mencari guru portal spiritual, namun mereka dihadapkan pada Takdir. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera melarikan diri dari Misi Terakhir sebelum terlambat."
SE-010,2,5,Parade Misi Terakhir di Avatar,"Di episode musim 2, protagonis melawan roh portal spiritual, namun mereka dihadapkan pada Avatar. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengungkap Misi Terakhir sebelum terlambat."
SE-010,2,6,Rahasia Roh Jahat dari desa terpencil,"Di episode musim 2, karakter utama mencari guru kuil kuno, namun mereka dihadapkan pada Takdir. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera melarikan diri dari Misi Terakhir sebelum terlambat."
SE-010,3,1,Babak 1.3: Bending yang hilang,"Di episode musim 3, protagonis melawan roh desa terpencil, namun mereka dihadapkan pada Avatar. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengubah Misi Terakhir sebelum terlambat."
SE-010,3,2,Misi Menguasai teknik Takdir,"Di episode musim 3, protagonis mengembalikan keseimbangan desa terpencil, namun mereka dihadapkan pada Keseimbangan. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengungkap Misi Terakhir sebelum terlambat."
SE-010,3,3,S3 E3: Roh Jahat dan Mengembalikan keseimbangan,"Di episode musim 3, tim mengembalikan keseimbangan kuil kuno, namun mereka dihadapkan pada Elemen Hilang. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengungkap Misi Terakhir sebelum terlambat."
SE-010,3,4,Parade Avatar di Roh Jahat,"Di episode musim 3, karakter utama mengembalikan keseimbangan kuil kuno, namun mereka dihadapkan pada Misi Terakhir. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengubah Misi Terakhir sebelum terlambat."
SE-010,3,5,Misi Melawan roh Elemen Hilang,"Di episode musim 3, protagonis melawan roh desa terpencil, namun mereka dihadapkan pada Roh Jahat. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengungkap Misi Terakhir sebelum terlambat."
SE-010,3,6,Babak 6.3: Bending yang hilang,"Di episode musim 3, karakter utama mengembalikan keseimbangan kuil kuno, namun mereka dihadapkan pada Roh Jahat. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengubah Misi Terakhir sebelum terlambat."
SE-010,4,1,S4 E1: Bending dan Mengembalikan keseimbangan,"Di episode musim 4, karakter utama melawan roh kuil kuno, namun mereka dihadapkan pada Roh Jahat. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengubah Misi Terakhir sebelum terlambat."
SE-010,4,2,Babak 2.4: Roh Jahat terakhir,"Di episode musim 4, protagonis menguasai teknik portal spiritual, namun mereka dihadapkan pada Keseimbangan. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera melarikan diri dari Misi Terakhir sebelum terlambat."
SE-010,4,3,Babak 3.4: Misi Terakhir terakhir,"Di episode musim 4, protagonis mengembalikan keseimbangan kuil kuno, namun mereka dihadapkan pada Roh Jahat. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengubah Misi Terakhir sebelum terlambat."
SE-010,4,4,S4 E4: Elemen Hilang dan Melawan roh,"Di episode musim 4, tim mencari guru desa terpencil, namun mereka dihadapkan pada Elemen Hilang. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengubah Misi Terakhir sebelum terlambat."
SE-010,4,5,Babak 5.4: Elemen Hilang yang hilang,"Di episode musim 4, karakter utama melawan roh kuil kuno, namun mereka dihadapkan pada Avatar. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengungkap Misi Terakhir sebelum terlambat."
SE-010,4,6,Rahasia Roh Jahat dari kuil kuno,"Di episode musim 4, karakter utama melawan roh portal spiritual, namun mereka dihadapkan pada Keseimbangan. Kebenaran episode ini mengungkapkan bahwa Bending bertanggung jawab atas insiden Takdir. Mereka harus segera mengungkap Misi Terakhir sebelum terlambat."
